,index,column_2,column_3,column_13
9841,16591853409841,Japan,Clothes,107842.56
9842,16591853409842,United States of America,Meat,594809.39
9843,16591853409843,Central African Republic,Household,2561948.92
9844,16591853409844,Cote d'Ivoire,Meat,1700914.16
9845,16591853409845,Gabon,Clothes,129561.6
9846,16591853409846,Belarus,Meat,827481.61
9847,16591853409847,Ethiopia,Meat,1084952.75
9848,16591853409848,Zimbabwe,Household,2568984.48
9849,16591853409849,San Marino,Meat,33551.48
9850,16591853409850,United Kingdom,Clothes,227834.88
9851,16591853409851,Bhutan,Clothes,156979.2
9852,16591853409852,Belarus,Fruits,11535.64
9853,16591853409853,Jamaica,Fruits,53657.68
9854,16591853409854,Saint Lucia,Office Supplies,4833306.72
9855,16591853409855,Swaziland,Household,2324750.04
9856,16591853409856,Yemen,Fruits,66708.8
9857,16591853409857,El Salvador,Fruits,13224.12
9858,16591853409858,Malaysia,Household,3081575.28
9859,16591853409859,Madagascar,Vegetables,820552.32
9860,16591853409860,Syria,Cereal,508842.95
9861,16591853409861,Madagascar,Household,3959010.12
9862,16591853409862,Libya,Snacks,238045.92
9863,16591853409863,Uzbekistan,Cereal,338213.68
9864,16591853409864,Panama,Beverages,34714.68
9865,16591853409865,Panama,Snacks,94224.48
9866,16591853409866,Poland,Cereal,404615.05
9867,16591853409867,Cyprus,Cereal,179061.19
9868,16591853409868,Nigeria,Beverages,165180.84
9869,16591853409869,Switzerland,Clothes,232601.6
9870,16591853409870,Pakistan,Household,2250876.66
9871,16591853409871,Gabon,Personal Care,14790.87
9872,16591853409872,Albania,Office Supplies,1033121.28
9873,16591853409873,Nigeria,Snacks,950916.96
9874,16591853409874,Zimbabwe,Snacks,80582.88
9875,16591853409875,Niger,Clothes,157552.64
9876,16591853409876,Denmark,Office Supplies,3528256.16
9877,16591853409877,India,Fruits,42122.04
9878,16591853409878,Marshall Islands,Household,3926345.02
9879,16591853409879,Samoa ,Beverages,293930.34
9880,16591853409880,Malta,Office Supplies,2502484.32
9881,16591853409881,Russia,Cosmetics,207240.71
9882,16591853409882,Chad,Office Supplies,392670.08
9883,16591853409883,Cuba,Cosmetics,32652.92
9884,16591853409884,New Zealand,Office Supplies,745443.2
9885,16591853409885,Dominican Republic,Snacks,893622.24
9886,16591853409886,Haiti,Office Supplies,2596452.16
9887,16591853409887,South Korea,Snacks,228204.48
9888,16591853409888,Finland,Household,1000054.6
9889,16591853409889,Kenya,Meat,2389084.19
9890,16591853409890,Malaysia,Snacks,557161.92
9891,16591853409891,Mauritania,Baby Food,193376.46
9892,16591853409892,Solomon Islands,Meat,653524.48
9893,16591853409893,Norway,Vegetables,749354.13
9894,16591853409894,Slovakia,Snacks,816254.88
9895,16591853409895,Tunisia ,Cereal,239958.39
9896,16591853409896,Andorra,Baby Food,978360.54
9897,16591853409897,Bhutan,Personal Care,541311.84
9898,16591853409898,Albania,Clothes,295214.08
9899,16591853409899,Kenya,Cereal,19206.04
9900,16591853409900,Saint Kitts and Nevis ,Meat,123629.91
9901,16591853409901,Seychelles ,Meat,2114472.62
9902,16591853409902,Mauritius ,Household,305544.32
9903,16591853409903,Malawi,Office Supplies,455665.28
9904,16591853409904,San Marino,Cosmetics,2556407.64
9905,16591853409905,Luxembourg,Fruits,15839.88
9906,16591853409906,United States of America,Snacks,78341.76
9907,16591853409907,Djibouti,Cosmetics,2495315.08
9908,16591853409908,Kuwait,Fruits,66148.28
9909,16591853409909,Laos,Baby Food,691882.8
9910,16591853409910,Senegal,Personal Care,234443.79
9911,16591853409911,Papua New Guinea,Personal Care,73557.66
9912,16591853409912,Kuwait,Beverages,165403.37
9913,16591853409913,Saudi Arabia,Cereal,850569.93
9914,16591853409914,Algeria,Baby Food,943766.4
9915,16591853409915,Australia,Snacks,160678.56
9916,16591853409916,Tanzania,Vegetables,177586.29
9917,16591853409917,Cyprus,Household,3201179.8
9918,16591853409918,Rwanda,Vegetables,133303.38
9919,16591853409919,Tuvalu,Fruits,40412.8
9920,16591853409920,Burundi,Beverages,162828.38
9921,16591853409921,Djibouti,Baby Food,1111635.66
9922,16591853409922,Estonia,Snacks,592922.4
9923,16591853409923,Dominican Republic,Cereal,1075421.13
9924,16591853409924,Solomon Islands,Household,10553.34
9925,16591853409925,South Africa,Fruits,30344.2
9926,16591853409926,Indonesia,Household,2559436.22
9927,16591853409927,Thailand,Vegetables,635782.56
9928,16591853409928,Israel,Beverages,62435.56
9929,16591853409929,Algeria,Household,1969454.26
9930,16591853409930,France,Cosmetics,1000390.67
9931,16591853409931,Bangladesh,Office Supplies,2403791.84
9932,16591853409932,Comoros,Beverages,199100.77
9933,16591853409933,Samoa ,Meat,323480.03
9934,16591853409934,Burundi,Office Supplies,3946649.28
9935,16591853409935,Honduras,Meat,2646190.64
9936,16591853409936,Nauru,Clothes,294963.2
9937,16591853409937,Eritrea,Beverages,19105.79
9938,16591853409938,Netherlands,Clothes,55982.08
9939,16591853409939,Latvia,Clothes,12042.24
9940,16591853409940,Czech Republic,Snacks,309761.76
9941,16591853409941,South Africa,Cereal,980796.25
9942,16591853409942,Indonesia,Fruits,8601.56
9943,16591853409943,Cote d'Ivoire,Meat,3330349.08
9944,16591853409944,Somalia,Cosmetics,1690578.6
9945,16591853409945,The Gambia,Vegetables,865653.6
9946,16591853409946,Sierra Leone,Fruits,12968.08
9947,16591853409947,China,Snacks,872575.2
9948,16591853409948,Myanmar,Cereal,382715.48
9949,16591853409949,Mauritius ,Snacks,910966.56
9950,16591853409950,Finland,Baby Food,1397635.14
9951,16591853409951,Cape Verde,Cereal,599368.98
9952,16591853409952,Austria,Snacks,880272.96
9953,16591853409953,Norway,Snacks,309372.0
9954,16591853409954,Sierra Leone,Personal Care,409950.78
9955,16591853409955,Uzbekistan,Vegetables,266879.55
9956,16591853409956,Syria,Household,4538438.74
9957,16591853409957,Kyrgyzstan,Meat,2301193.9
9958,16591853409958,Sao Tome and Principe,Vegetables,235417.77
9959,16591853409959,Guinea,Beverages,245291.64
9960,16591853409960,Germany,Personal Care,485775.24
9961,16591853409961,Kyrgyzstan,Cereal,476286.37
9962,16591853409962,Central African Republic,Vegetables,13093.92
9963,16591853409963,Tonga,Cereal,559317.36
9964,16591853409964,Japan,Cereal,347582.48
9965,16591853409965,Sao Tome and Principe,Snacks,171202.08
9966,16591853409966,Mauritania,Baby Food,830578.2
9967,16591853409967,Lebanon,Beverages,299652.54
9968,16591853409968,Cape Verde,Cosmetics,1983664.89
9969,16591853409969,Rwanda,Snacks,457480.8
9970,16591853409970,Guatemala,Office Supplies,1628425.92
9971,16591853409971,Mozambique,Clothes,250091.52
9972,16591853409972,Cote d'Ivoire,Cosmetics,1995778.07
9973,16591853409973,Montenegro,Meat,2987175.79
9974,16591853409974,Serbia,Clothes,327219.2
9975,16591853409975,Tunisia ,Clothes,98416.64
9976,16591853409976,Mexico,Fruits,58259.48
9977,16591853409977,North Korea,Beverages,240300.61
9978,16591853409978,Rwanda,Office Supplies,4519380.64
9979,16591853409979,Tanzania,Cosmetics,537719.86
9980,16591853409980,Antigua and Barbuda ,Household,2695624.56
9981,16591853409981,Maldives,Vegetables,737533.23
9982,16591853409982,Singapore,Office Supplies,3595451.04
9983,16591853409983,Azerbaijan,Cosmetics,46872.74
9984,16591853409984,Bahrain,Household,1873469.12
9985,16591853409985,Fiji,Baby Food,822447.78
9986,16591853409986,Angola,Cosmetics,2413156.12
9987,16591853409987,Norway,Baby Food,393289.14
9988,16591853409988,Guinea-Bissau,Office Supplies,4631722.08
9989,16591853409989,Brunei,Cereal,470430.87
9990,16591853409990,East Timor,Household,435702.18
9991,16591853409991,Iran,Snacks,411391.68
9992,16591853409992,Madagascar,Cereal,698092.71
9993,16591853409993,Djibouti,Clothes,358256.64
9994,16591853409994,Bulgaria,Vegetables,660970.17
9995,16591853409995,Eritrea,Baby Food,120202.68
9996,16591853409996,Panama,Baby Food,72536.1
9997,16591853409997,Spain,Office Supplies,4414388.64
9998,16591853409998,Libya,Vegetables,334895.19
9999,16591853409999,Antigua and Barbuda ,Household,3706735.04
10000,165918534010000,Central African Republic,Vegetables,692704.74
10001,165918534010001,Comoros,Cosmetics,1203154.77
10002,165918534010002,Indonesia,Snacks,528319.68
10003,165918534010003,Cambodia,Baby Food,1498866.84
10004,165918534010004,Kosovo,Vegetables,251057.73
10005,165918534010005,Guinea-Bissau,Cosmetics,997494.04
10006,165918534010006,Jordan,Cereal,913340.89
10007,165918534010007,Mexico,Fruits,14822.64
10008,165918534010008,Taiwan,Cosmetics,315469.34
10009,165918534010009,Sri Lanka,Clothes,49387.52
10010,165918534010010,Myanmar,Vegetables,556946.25
10011,165918534010011,Canada,Household,457813.94
10012,165918534010012,Armenia,Cereal,965103.51
10013,165918534010013,Singapore,Cereal,310692.83
10014,165918534010014,Turkmenistan,Household,2871011.02
10015,165918534010015,Kosovo,Meat,371619.11
10016,165918534010016,Belgium,Fruits,63684.76
10017,165918534010017,Iraq,Office Supplies,1534983.04
10018,165918534010018,Democratic Republic of the Congo,Meat,684158.44
10019,165918534010019,Vatican City,Snacks,758180.64
10020,165918534010020,Belize,Beverages,298667.05
10021,165918534010021,Djibouti,Snacks,731189.76
10022,165918534010022,Albania,Beverages,315547.54
10023,165918534010023,France,Baby Food,1037505.36
10024,165918534010024,Sweden,Office Supplies,2168609.76
10025,165918534010025,Iran,Clothes,61143.04
10026,165918534010026,Israel,Cosmetics,1362996.08
10027,165918534010027,United Arab Emirates,Fruits,17389.96
10028,165918534010028,Spain,Clothes,312632.32
10029,165918534010029,Uganda,Vegetables,76563.06
10030,165918534010030,Sierra Leone,Meat,1071459.22
10031,165918534010031,Benin,Household,556814.32
10032,165918534010032,Papua New Guinea,Vegetables,771359.19
10033,165918534010033,Finland,Household,113071.5
10034,165918534010034,Cote d'Ivoire,Cereal,998245.64
10035,165918534010035,Samoa ,Personal Care,431032.02
10036,165918534010036,Cyprus,Fruits,60377.0
10037,165918534010037,South Sudan,Cosmetics,1360362.78
10038,165918534010038,Egypt,Cosmetics,1908615.84
10039,165918534010039,El Salvador,Cereal,857128.09
10040,165918534010040,Nauru,Snacks,463716.96
10041,165918534010041,Fiji,Beverages,31122.41
10042,165918534010042,Grenada,Baby Food,704955.24
10043,165918534010043,Fiji,Personal Care,315085.2
10044,165918534010044,Armenia,Fruits,13148.0
10045,165918534010045,Togo,Cereal,348636.47
10046,165918534010046,Malta,Clothes,192030.72
10047,165918534010047,Italy,Cosmetics,2012367.86
10048,165918534010048,Chad,Household,2743365.86
10049,165918534010049,Jordan,Cereal,757701.7
10050,165918534010050,North Korea,Household,2697634.72
10051,165918534010051,Hungary,Cereal,1039468.36
10052,165918534010052,Panama,Vegetables,68106.57
10053,165918534010053,Oman,Baby Food,1079751.66
10054,165918534010054,Sudan,Beverages,310461.14
10055,165918534010055,Austria,Meat,1668821.44
10056,165918534010056,Russia,Meat,1124339.27
10057,165918534010057,Ireland,Cereal,1077177.78
10058,165918534010058,Denmark,Clothes,138485.76
10059,165918534010059,Mexico,Clothes,1899.52
10060,165918534010060,Nicaragua,Vegetables,706707.96
10061,165918534010061,Mongolia,Meat,3302632.64
10062,165918534010062,Madagascar,Office Supplies,1560706.08
10063,165918534010063,United States of America,Baby Food,98999.82
10064,165918534010064,Sweden,Cereal,15224.3
10065,165918534010065,Equatorial Guinea,Personal Care,94185.54
10066,165918534010066,Cameroon,Cosmetics,634098.64
10067,165918534010067,Chad,Office Supplies,835736.32
10068,165918534010068,Ukraine,Baby Food,871867.98
10069,165918534010069,Ethiopia,Office Supplies,1221056.96
10070,165918534010070,Luxembourg,Cereal,875865.69
10071,165918534010071,Macedonia,Fruits,57283.76
10072,165918534010072,South Korea,Vegetables,827644.86
10073,165918534010073,Ukraine,Vegetables,578496.66
10074,165918534010074,Iceland,Meat,1276415.0
10075,165918534010075,Philippines,Clothes,214753.28
10076,165918534010076,Mexico,Cosmetics,1669512.2
10077,165918534010077,Poland,Meat,3312114.58
10078,165918534010078,Tonga,Personal Care,327779.28
10079,165918534010079,Afghanistan,Cereal,5387.06
10080,165918534010080,Iceland,Snacks,243307.68
10081,165918534010081,Papua New Guinea,Cereal,679003.78
10082,165918534010082,Saint Kitts and Nevis ,Personal Care,546412.14
10083,165918534010083,Solomon Islands,Personal Care,326022.51
10084,165918534010084,Palau,Meat,1051765.96
10085,165918534010085,Romania,Office Supplies,957527.04
10086,165918534010086,The Gambia,Clothes,13905.92
10087,165918534010087,Tuvalu,Vegetables,766085.25
10088,165918534010088,Comoros,Vegetables,256058.88
10089,165918534010089,France,Household,1241776.34
10090,165918534010090,Equatorial Guinea,Cosmetics,877678.89
10091,165918534010091,Dominican Republic,Personal Care,191261.25
10092,165918534010092,China,Household,3820811.62
10093,165918534010093,China,Baby Food,486549.84
10094,165918534010094,Tonga,Cosmetics,998020.7
10095,165918534010095,Jordan,Personal Care,335203.05
10096,165918534010096,Bulgaria,Household,1285497.32
10097,165918534010097,Togo,Clothes,318259.2
10098,165918534010098,Zimbabwe,Baby Food,1127418.24
10099,165918534010099,Kuwait,Personal Care,77014.53
10100,165918534010100,Samoa ,Personal Care,169726.65
10101,165918534010101,Ireland,Baby Food,839665.14
10102,165918534010102,Australia,Clothes,304317.44
10103,165918534010103,Bhutan,Household,2521243.18
10104,165918534010104,Moldova ,Personal Care,239430.75
10105,165918534010105,South Africa,Cereal,881252.75
10106,165918534010106,Macedonia,Snacks,327398.4
10107,165918534010107,India,Fruits,15251.68
10108,165918534010108,Laos,Beverages,49624.19
10109,165918534010109,Kenya,Cereal,113362.48
10110,165918534010110,Mali,Fruits,48377.72
10111,165918534010111,Burkina Faso,Office Supplies,4320945.76
10112,165918534010112,Bulgaria,Clothes,11289.6
10113,165918534010113,Ukraine,Office Supplies,476138.72
10114,165918534010114,Spain,Vegetables,427098.21
10115,165918534010115,Georgia,Vegetables,764721.3
10116,165918534010116,Antigua and Barbuda ,Office Supplies,3045292.96
10117,165918534010117,Serbia,Cosmetics,699141.15
10118,165918534010118,Togo,Vegetables,162764.7
10119,165918534010119,Portugal,Office Supplies,4228552.8
10120,165918534010120,Morocco,Baby Food,530868.6
10121,165918534010121,Mongolia,Meat,556152.25
10122,165918534010122,Luxembourg,Vegetables,325802.19
10123,165918534010123,Lithuania,Household,1245294.12
10124,165918534010124,Burundi,Snacks,800372.16
10125,165918534010125,Djibouti,Snacks,275657.76
10126,165918534010126,Netherlands,Clothes,193105.92
10127,165918534010127,Grenada,Meat,2549547.79
10128,165918534010128,Iceland,Cereal,675490.48
10129,165918534010129,Namibia,Cosmetics,494797.07
10130,165918534010130,Liechtenstein,Household,1265395.72
10131,165918534010131,Norway,Baby Food,1101113.94
10132,165918534010132,Central African Republic,Beverages,41390.58
10133,165918534010133,Kenya,Snacks,388688.16
10134,165918534010134,Cape Verde,Fruits,1972.2
10135,165918534010135,Germany,Office Supplies,3957148.48
10136,165918534010136,Kyrgyzstan,Household,65330.2
10137,165918534010137,Tuvalu,Cereal,523481.7
10138,165918534010138,Cote d'Ivoire,Beverages,127191.79
10139,165918534010139,Cote d'Ivoire,Baby Food,669085.74
10140,165918534010140,Seychelles ,Meat,2758150.47
10141,165918534010141,South Africa,Cereal,1011244.85
10142,165918534010142,Togo,Household,4512809.2
10143,165918534010143,Papua New Guinea,Beverages,69842.63
10144,165918534010144,Switzerland,Personal Care,505213.05
10145,165918534010145,Namibia,Baby Food,286477.74
10146,165918534010146,Jamaica,Beverages,16975.86
10147,165918534010147,Slovenia,Office Supplies,3595451.04
10148,165918534010148,Luxembourg,Cosmetics,2501108.34
10149,165918534010149,United Arab Emirates,Cosmetics,2440542.44
10150,165918534010150,Bosnia and Herzegovina,Household,1997093.96
10151,165918534010151,Cape Verde,Clothes,124257.28
10152,165918534010152,Samoa ,Meat,1686691.25
10153,165918534010153,Dominica,Household,3196154.4
10154,165918534010154,Georgia,Vegetables,419641.95
10155,165918534010155,Tuvalu,Cereal,862163.82
10156,165918534010156,Guatemala,Clothes,344314.88
10157,165918534010157,Lebanon,Beverages,266622.73
10158,165918534010158,Egypt,Cereal,909593.37
10159,165918534010159,Kenya,Household,1933773.92
10160,165918534010160,Comoros,Fruits,67525.36
10161,165918534010161,United Kingdom,Beverages,20981.4
10162,165918534010162,Azerbaijan,Cereal,1024126.95
10163,165918534010163,Russia,Clothes,295214.08
10164,165918534010164,Cape Verde,Cereal,45672.9
10165,165918534010165,Marshall Islands,Baby Food,1353794.64
10166,165918534010166,Equatorial Guinea,Personal Care,162019.53
10167,165918534010167,San Marino,Office Supplies,3065766.4
10168,165918534010168,New Zealand,Meat,2485727.04
10169,165918534010169,South Sudan,Office Supplies,3777612.16
10170,165918534010170,Belgium,Clothes,194360.32
10171,165918534010171,Jordan,Cereal,230940.92
10172,165918534010172,Australia,Snacks,423571.68
10173,165918534010173,Cote d'Ivoire,Vegetables,189498.12
10174,165918534010174,Turkey,Beverages,55632.5
10175,165918534010175,India,Clothes,69672.96
10176,165918534010176,Samoa ,Cosmetics,2184849.01
10177,165918534010177,Uganda,Beverages,269197.72
10178,165918534010178,Brunei,Fruits,49484.92
10179,165918534010179,Latvia,Snacks,104163.36
10180,165918534010180,Greenland,Clothes,142535.68
10181,165918534010181,Mauritania,Meat,606114.78
10182,165918534010182,Solomon Islands,Beverages,220622.6
10183,165918534010183,Central African Republic,Office Supplies,2446313.6
10184,165918534010184,Brunei,Clothes,240199.68
10185,165918534010185,Senegal,Cosmetics,1837253.41
10186,165918534010186,The Bahamas,Cosmetics,1692685.24
10187,165918534010187,Estonia,Snacks,782248.32
10188,165918534010188,Madagascar,Meat,649877.58
10189,165918534010189,Montenegro,Fruits,67303.92
10190,165918534010190,Azerbaijan,Fruits,6421.76
10191,165918534010191,Democratic Republic of the Congo,Cosmetics,1707958.38
10192,165918534010192,Bulgaria,Fruits,31347.6
10193,165918534010193,Solomon Islands,Baby Food,832491.24
10194,165918534010194,Iraq,Vegetables,523120.29
10195,165918534010195,United Arab Emirates,Clothes,191636.48
10196,165918534010196,Federated States of Micronesia,Baby Food,41449.2
10197,165918534010197,South Africa,Meat,3200884.13
10198,165918534010198,Japan,Household,3123286.1
10199,165918534010199,Germany,Clothes,355676.16
10200,165918534010200,Thailand,Fruits,29638.36
10201,165918534010201,Vatican City,Baby Food,909172.26
10202,165918534010202,Uzbekistan,Meat,2781490.63
10203,165918534010203,Malta,Office Supplies,2901978.88
10204,165918534010204,Syria,Beverages,60782.48
10205,165918534010205,France,Snacks,128036.16
10206,165918534010206,South Sudan,Baby Food,845085.42
10207,165918534010207,Senegal,Beverages,237566.67
10208,165918534010208,Comoros,Meat,3084912.71
10209,165918534010209,Ethiopia,Cereal,107858.31
10210,165918534010210,Benin,Vegetables,413731.5
10211,165918534010211,Laos,Meat,390582.99
10212,165918534010212,East Timor,Cereal,1081862.18
10213,165918534010213,Thailand,Cereal,1152011.07
10214,165918534010214,Zimbabwe,Snacks,66843.84
10215,165918534010215,Portugal,Office Supplies,857784.64
10216,165918534010216,Bulgaria,Snacks,931428.96
10217,165918534010217,Swaziland,Beverages,107291.25
10218,165918534010218,India,Clothes,323348.48
10219,165918534010219,Norway,Snacks,435946.56
10220,165918534010220,Turkey,Cereal,554750.07
10221,165918534010221,Netherlands,Baby Food,1091389.32
10222,165918534010222,Luxembourg,Cosmetics,1282417.1
10223,165918534010223,Moldova ,Baby Food,781955.1
10224,165918534010224,Iran,Baby Food,13231.86
10225,165918534010225,Lebanon,Vegetables,506025.45
10226,165918534010226,Russia,Vegetables,322074.06
10227,165918534010227,Mauritius ,Cereal,964869.29
10228,165918534010228,Russia,Clothes,32650.24
10229,165918534010229,Belize,Fruits,33506.64
10230,165918534010230,Haiti,Personal Care,19947.84
10231,165918534010231,Bhutan,Office Supplies,5138833.44
10232,165918534010232,The Bahamas,Household,1271928.74
10233,165918534010233,Marshall Islands,Beverages,317645.68
10234,165918534010234,Somalia,Beverages,19455.48
10235,165918534010235,Macedonia,Cereal,569857.26
10236,165918534010236,Niger,Beverages,8201.82
10237,165918534010237,Equatorial Guinea,Household,3178565.5
10238,165918534010238,Ghana,Snacks,938736.96
10239,165918534010239,Netherlands,Vegetables,798638.19
10240,165918534010240,Chad,Household,4725383.62
10241,165918534010241,Georgia,Personal Care,518757.18
10242,165918534010242,Dominican Republic,Fruits,18891.6
10243,165918534010243,Sweden,Meat,2499220.57
10244,165918534010244,Dominica,Cosmetics,1390119.07
10245,165918534010245,Lebanon,Baby Food,604680.06
10246,165918534010246,Tajikistan,Household,2620243.56
10247,165918534010247,Vanuatu,Household,2205648.06
10248,165918534010248,South Africa,Household,1607122.92
10249,165918534010249,Cameroon,Baby Food,885418.68
10250,165918534010250,Ghana,Cereal,280712.67
10251,165918534010251,Czech Republic,Cosmetics,1764837.66
10252,165918534010252,Samoa ,Office Supplies,4448511.04
10253,165918534010253,Oman,Beverages,309888.92
10254,165918534010254,Fiji,Beverages,304961.47
10255,165918534010255,Uganda,Cereal,1066403.66
10256,165918534010256,Bosnia and Herzegovina,Personal Care,363708.06
10257,165918534010257,Kuwait,Baby Food,269260.38
10258,165918534010258,China,Cosmetics,556416.29
10259,165918534010259,Uzbekistan,Clothes,247761.92
10260,165918534010260,United Arab Emirates,Vegetables,213048.99
10261,165918534010261,India,Vegetables,608321.7
10262,165918534010262,Netherlands,Fruits,36475.32
10263,165918534010263,Malta,Vegetables,494113.62
10264,165918534010264,Turkey,Beverages,49624.19
10265,165918534010265,Thailand,Cosmetics,16063.13
10266,165918534010266,Guatemala,Fruits,30295.76
10267,165918534010267,Iraq,Baby Food,1591649.28
10268,165918534010268,Cameroon,Household,4716337.9
10269,165918534010269,Swaziland,Snacks,693480.48
10270,165918534010270,Zimbabwe,Office Supplies,2491985.12
10271,165918534010271,Malawi,Cereal,687904.14
10272,165918534010272,Papua New Guinea,Household,566865.12
10273,165918534010273,Cote d'Ivoire,Office Supplies,1664123.2
10274,165918534010274,Guinea-Bissau,Baby Food,269579.22
10275,165918534010275,Chad,Clothes,301665.28
10276,165918534010276,Sweden,Cosmetics,553519.66
10277,165918534010277,Kazakhstan,Cosmetics,929818.23
10278,165918534010278,Dominican Republic,Fruits,3619.16
10279,165918534010279,Belarus,Fruits,20241.0
10280,165918534010280,Chad,Vegetables,692795.67
10281,165918534010281,Tunisia ,Office Supplies,1844709.44
10282,165918534010282,Guinea,Vegetables,595955.22
10283,165918534010283,Papua New Guinea,Clothes,168842.24
10284,165918534010284,Palau,Personal Care,169556.64
10285,165918534010285,Gabon,Fruits,58342.52
10286,165918534010286,Republic of the Congo,Office Supplies,2675721.12
10287,165918534010287,Vietnam,Meat,3314302.72
10288,165918534010288,Central African Republic,Beverages,112314.07
10289,165918534010289,Federated States of Micronesia,Beverages,114285.05
10290,165918534010290,Nigeria,Snacks,142749.6
10291,165918534010291,Oman,Household,686972.18
10292,165918534010292,Croatia,Household,2289572.24
10293,165918534010293,Turkey,Household,2169967.72
10294,165918534010294,United States of America,Household,487463.8
10295,165918534010295,Guatemala,Meat,2502502.78
10296,165918534010296,Oman,Baby Food,218724.24
10297,165918534010297,Malaysia,Household,2971016.48
10298,165918534010298,Syria,Vegetables,811550.25
10299,165918534010299,Chad,Fruits,6117.28
10300,165918534010300,Mali,Cosmetics,2447389.02
10301,165918534010301,Mali,Fruits,25541.72
10302,165918534010302,Estonia,Snacks,62556.48
10303,165918534010303,East Timor,Cosmetics,2303347.51
10304,165918534010304,Spain,Office Supplies,1907704.64
10305,165918534010305,Sierra Leone,Meat,1081670.54
10306,165918534010306,Qatar,Personal Care,81264.78
10307,165918534010307,Botswana,Vegetables,523938.66
10308,165918534010308,Cape Verde,Snacks,945752.64
10309,165918534010309,Trinidad and Tobago,Household,4547987.0
10310,165918534010310,Czech Republic,Personal Care,374758.71
10311,165918534010311,Germany,Cereal,848227.73
10312,165918534010312,Madagascar,Snacks,274780.8
10313,165918534010313,Cuba,Cereal,849750.16
10314,165918534010314,Indonesia,Fruits,10324.64
10315,165918534010315,Ireland,Household,4272595.08
10316,165918534010316,Oman,Meat,3023644.79
10317,165918534010317,North Korea,Snacks,282186.24
10318,165918534010318,Guinea,Clothes,49566.72
10319,165918534010319,Afghanistan,Cosmetics,1277413.83
10320,165918534010320,Greece,Cereal,167467.3
10321,165918534010321,Russia,Cosmetics,337589.06
10322,165918534010322,East Timor,Fruits,11058.16
10323,165918534010323,Malaysia,Beverages,50959.37
10324,165918534010324,Panama,Clothes,270592.0
10325,165918534010325,Syria,Vegetables,702616.11
10326,165918534010326,Zimbabwe,Baby Food,1187838.42
10327,165918534010327,Antigua and Barbuda ,Baby Food,648839.4
10328,165918534010328,Netherlands,Snacks,191372.16
10329,165918534010329,Lesotho,Meat,2751221.36
10330,165918534010330,Afghanistan,Cosmetics,1120205.82
10331,165918534010331,Vanuatu,Snacks,737133.6
10332,165918534010332,Kuwait,Meat,3641064.96
10333,165918534010333,Slovakia,Beverages,192202.34
10334,165918534010334,Cambodia,Cereal,857010.98
10335,165918534010335,Mauritania,Meat,2698706.0
10336,165918534010336,Belarus,Beverages,220050.38
10337,165918534010337,Guinea,Snacks,832429.92
10338,165918534010338,Marshall Islands,Snacks,190787.52
10339,165918534010339,Lithuania,Fruits,61511.88
10340,165918534010340,Afghanistan,Office Supplies,4247451.36
10341,165918534010341,India,Meat,127641.5
10342,165918534010342,Czech Republic,Clothes,124866.56
10343,165918534010343,Israel,Fruits,50806.64
10344,165918534010344,Azerbaijan,Cereal,1030919.33
10345,165918534010345,Burkina Faso,Baby Food,1080708.18
10346,165918534010346,Belize,Cereal,844480.21
10347,165918534010347,Antigua and Barbuda ,Snacks,786730.56
10348,165918534010348,Equatorial Guinea,Fruits,30254.24
10349,165918534010349,Tajikistan,Household,1578478.14
10350,165918534010350,Myanmar,Snacks,823270.56
10351,165918534010351,Australia,Cosmetics,1683995.35
10352,165918534010352,Austria,Baby Food,17217.36
10353,165918534010353,The Gambia,Household,2387065.0
10354,165918534010354,Andorra,Office Supplies,1319224.48
10355,165918534010355,Cameroon,Office Supplies,4000195.2
10356,165918534010356,Pakistan,Household,666368.04
10357,165918534010357,Bhutan,Fruits,47872.56
10358,165918534010358,United States of America,Cereal,551939.43
10359,165918534010359,United Arab Emirates,Snacks,687926.4
10360,165918534010360,Kiribati,Meat,1217335.22
10361,165918534010361,United Arab Emirates,Personal Care,280969.86
10362,165918534010362,Bulgaria,Snacks,35370.72
10363,165918534010363,South Korea,Household,13568.58
10364,165918534010364,Rwanda,Household,731195.7
10365,165918534010365,Kiribati,Baby Food,666694.44
10366,165918534010366,Papua New Guinea,Cereal,559317.36
10367,165918534010367,Romania,Cereal,214896.85
10368,165918534010368,Georgia,Vegetables,90020.7
10369,165918534010369,Montenegro,Personal Care,561146.34
10370,165918534010370,East Timor,Baby Food,520187.46
10371,165918534010371,Uganda,Office Supplies,4092588.16
10372,165918534010372,Sierra Leone,Clothes,260090.88
10373,165918534010373,Egypt,Personal Care,421171.44
10374,165918534010374,Dominican Republic,Clothes,40750.08
10375,165918534010375,Kenya,Clothes,115476.48
10376,165918534010376,Lesotho,Cosmetics,1465958.11
10377,165918534010377,Greenland,Fruits,14414.36
10378,165918534010378,Hungary,Personal Care,210302.37
10379,165918534010379,Slovenia,Vegetables,311526.18
10380,165918534010380,United Kingdom,Clothes,44190.72
10381,165918534010381,Nauru,Snacks,893329.92
10382,165918534010382,Benin,Clothes,225684.48
10383,165918534010383,Poland,Office Supplies,1953376.16
10384,165918534010384,Serbia,Clothes,342917.12
10385,165918534010385,Mauritania,Meat,1458760.0
10386,165918534010386,Tanzania,Meat,1534615.52
10387,165918534010387,Laos,Fruits,65172.56
10388,165918534010388,Malaysia,Office Supplies,3088339.68
10389,165918534010389,Vatican City,Meat,689264.1
